INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2005,1,2.1,,0,0,5,25,40,25,5,0,,,,
2005,2,1.9,,,,8,44,40,8,,,,,,
2005,3,2.2,0,0,0,5,30,30,30,5,0,,,,
2005,4,2,,,,,40,55,5,,,,,,
2005,5,1.9,,,,,50,48,2,,,,,,
2005,7,2,,,,,,,,,,,,,
2005,9,1.9,,,,,50,50,,,,,,,
2005,11,1.8,,,,15,60,25,,,,,,,
2005,14,2,,,,,40,60,,,,,,,
2005,15,2.1,,,,,45,50,5,,,,,,
2005,16,1.8,0,0,8,17,24,19,18,10,4,,,,
2005,17,2,,,5,10,35,35,10,5,,,,,
2005,19,2,,,,,50,50,,,,,,,
2005,20,1.9,,,,,75,25,,,,,,,
2005,22,2.1,0,0,0,5,35,55,5,0,0,,,,
2005,23,1.8,,,,5,50,40,5,,,,,,
2005,24,1.9,,,,10,45,35,10,,,,,,
2005,26,2,,,5,15,30,30,15,5,,,,,
2005,28,1.8,,,,15,60,20,5,,,,,,
2005,30,2,,,,,40,60,,,,,,,
2005,31,2,,,,,45,55,,,,,,,
2005,32,2,,,,,20,50,30,,,,,,
2005,33,2.2,,,,,10,80,10,,,,,,
2005,35,2,,,,,30,70,,,,,,,
2005,36,2.2,,,,5,20,50,25,,,,,,
2005,37,2.1,,,,,50,50,,,,,,,
2005,38,2.1,,,,,10,80,10,,,,,,
2005,39,2.2,,,,5,25,40,25,5,,,,,
2005,40,2,,,,,40,60,,,,,,,
2005,41,2.1,,,,,20,70,10,,,,,,
2005,42,2,,,,5,40,55,,,,,,,
2005,45,2.1,,,,,10,80,10,,,,,,
2005,47,2,0,0,0,5,60,20,10,5,0,,,,
2005,48,1.9,,,,,,,,,,,,,
2005,50,2.1,,,,,15,70,15,,,,,,
2005,52,1.8,,,,,80,20,,,,,,,
2005,54,1.8,,,,20,50,30,,,,,,,
2005,56,1.8,,,,15,50,35,,,,,,,
2005,57,1.9,,,,,,,,,,,,,
2005,59,1.7,,,,5,55,35,5,,,,,,
2005,60,1.8,,,5,15,50,25,5,,,,,,
2005,63,1.8,,,,15,50,35,,,,,,,
2005,67,2,,,,5,30,40,20,5,,,,,
2005,68,1.9,1,3,8,12,40,22,10,3,1,,,,
2005,70,1.8,,,,10,70,20,,,,,,,
2005,73,2,,,,,45,55,,,,,,,
2005,76,1.7,,,1,15,50,30,4,,,,,,
2005,80,1.5855,.00142701,.13482965,4.53684108,31.35701143,47.17000253,15.67501297,1.10905948,.01577281,.00004303,,,,
2005,82,1.8,,,,,,,,,,,,,
2005,84,1.9,0,0,0,0,45,45,10,0,0,,,,
2005,85,1.7,,,,,70,30,,,,,,,
2005,88,1.8,,,5,10,40,35,10,,,,,,
2005,89,1.9,,,,25,40,35,,,,,,,
2005,90,1.7,0,0,0,5,70,20,5,0,0,,,,
2005,91,,,,,,10,80,10,,,,,,
2005,92,2,.04291156,.34013006,2.95458505,12.52785747,27.51587248,31.36946863,18.54998145,5.6991943,.999999,,,,
2005,93,1.9,,,,,70,30,,,,,,,
2005,95,1.8,0,0,0,19,49,32,0,0,0,,,,
2005,96,2.1,,,,,35,60,5,,,,,,
2005,97,1.9,,,,20,50,20,10,,,,,,
2005,98,1.9,,,,5,45,35,15,,,,,,
2005,99,1.9,,,,5,50,35,10,,,,,,
2006,1,1.8,,0,10,20,30,20,15,5,0,,,,
2006,2,1.7,,,5,15,35,25,15,5,,,,,
2006,3,2,0,0,5,15,30,30,15,5,0,,,,
2006,4,2,,,,,40,55,5,,,,,,
2006,5,1.9,,,,,55,45,,,,,,,
2006,7,1.4,,,,,,,,,,,,,
